,0,1,2,3,4
0,7572,5598,"['Pompeo, the newspaper said, has ""taken the lead"" in pushing for more information about the potential connection, while Pottinger ""has pressed intelligence agencies off and on since January to gather information that might support any origin theory linked to a lab"" and Ruggiero ""expressed frustration"" during a call that same month that the CIA was unable to get behind any theory of the virus\' origin.']",Ruggiero,University of Valencia
0,7591,5650,"['""We have a lot of clients, most of them in in Washington, in divisions of the government,"" said McLemore, ticking off names such as Trump Transportation Secretary Elaine Chao, Sen. Shelley Moore Capito, R-West Virginia, former secretary of state and 2016 Democratic presidential nominee Hillary Clinton, Supreme Court Justice Elena Kagan, and perhaps her most photographed customer this past year, Sen. Elizabeth Warren, D-Massachusetts, who recently ended her 2020 presidential bid.']",Elizabeth Warren,Pennsylvania State University
0,7598,5667,"['Characterizing Fox News as comprised of ""coronavirus truthers,"" Hayes quoted University of Washington biologist Dr. Carl Bergstrom who said the doctors had ""used methods that are ludicrous to get results that are completely implausible.""']",Carl Bergstrom,University of Washington
0,7621,5728,"['""As we learn whether that means you are protected in the future, there could be value in that,"" Dr. Richard Besser told Stat reporter Helen Branswell about the tests, but ""the science isn\'t there yet to be able to say what those tests mean.""']",Helen Branswell,Pennsylvania State University
0,7622,5730,"['That\'s why (Ardern) acted really fast,"" Auckland University microbiologist Siouxsie Wiles said earlier this month.']",Siouxsie Wiles,University of Auckland
0,7652,1,"['""When he was told, after it registered he broke down,"" says Welsh, a chaplain with the University of Chicago Medicine.']",['Welsh'],University of Chicago
0,7701,53,"['""Their emotions can be a reflection of ours because they are so tightly bonded with us,"" said veterinarian Dr. Meredith Montgomery, a clinical assistant professor of shelter medicine at the University of Florida.']",['Meredith Montgomery'],University of Florida
0,7711,63,"[""Miami-Dade County and the University of Miami Miller School of Medicine conducted a random antibody testing study of the county's 2.75 million residents, with about 1,800 people participating, Miami Mayor Carlos Gimenez said Friday during a news conference.""]",['Carlos Gimenez'],University of Miami
0,7716,68,"['""This present crisis actually reflects a far bigger systemic problem of the state being relatively fine or not so concerned about the welfare, the well-being, and the rights of migrants,"" said Au, the NGO vice president.']",['Au'],University of Wollongong
0,7745,100,"[""Even if the country where the virus originated, China, reduced transmission by February, most other countries likely would have had sustained transmission by mid- to late-February, Kate Coronges, executive director of Northeastern University's Network Science Institute, said Thursday.""]",['Kate Coronges'],Northeastern University
0,7746,101,"['When the understood number of people infected is raised, the mortality rate ""may not be 3% ... it may be in the neighborhood ... of 1% or less, which is good,"" Dr. Carlos Del Rio, executive associate dean of Emory University School of Medicine in Atlanta, said.']",['Carlos Del Rio'],Emory University
0,7755,111,"['That guidance changes as we learn more, daily, about coronavirus, says Anna Torrens Armstrong, assistant professor and public health education concentration lead at the University of South Florida.']",['Anna Torrens Armstrong'],University of Florida
0,7766,125,"['""What\'s going to happen is going to happen,"" said Dr. William Schaffner, infectious diseases specialist at Vanderbilt University School of Medicine.']",['William Schaffner'],Vanderbilt University
0,7767,126,"[""In and of itself, a beach outing isn't a bad proposition, said Dr. Daniel Griffin, an infectious diseases specialist at Columbia University.""]",['Daniel Griffin'],Columbia University
0,7790,152,"[""If more people had the virus than experts believe, that may mean the virus' fatality rate may also be lower, Dr. Amesh Adalja, an infectious disease expert at Johns Hopkins University, said.""]",['Amesh Adalja'],Johns Hopkins University
0,7791,153,"[""Researchers from Boston's Northeastern University now suggest the virus was being transmitted throughout American communities earlier than late February, Kate Coronges, the executive director of the Network Science Institute at Northeastern University, said.""]",['Kate Coronges'],Northeastern University
0,7804,172,"[""Dr. William Schaffner, a Vanderbilt University infectious disease expert who was not involved in the Albany report, said while it's hardly the last word on the issue, he hopes it will guide doctors who are considering prescribing it to their hospitalized patients.""]",['William Schaffner'],Vanderbilt University
0,7816,194,"[""The original SBA guidelines weren't specific enough to target actual small businesses, allowing larger companies to legally swoop in and claim the loans, said economist Richard Prisinzano, director of policy analysis at the Penn Wharton Budget Model, a fiscal policy research initiative out of the University of Pennsylvania's business school.""]",['Richard Prisinzano'],University of Pennsylvania
0,7836,214,"['The amount of SARS-CoV-2 also diminished rather quickly over time, compared to say, a norovirus or ""cruise-ship"" intestinal virus, said Williams, who is chief of the division of pediatric infectious diseases at the University of Pittsburgh Medical Center Children\'s Hospital of Pittsburgh.']",['Williams'],University of Pittsburgh
0,7842,220,"['“That includes workplaces, includes stores and retail environments,” said City Councilman Dr. Jeff Warren, who’s proposing the ordinance.']",['Jeff Warren'],City University of Hong Kong
0,7854,233,"[""Even as Michigan was shutting down, Ford was able to shift some of those tests elsewhere, said Darren Palmer, Ford's electric vehicle development programs.""]",['Darren Palmer'],University of Oxford
0,7861,246,"['""We may find that the food selection is reduced,"" said Andrew Novakovic, a professor of agricultural economics at Cornell\'s Charles H. Dyson School of Applied Economics and Management.']",['Andrew Novakovic'],Cornell University
0,7900,294,"['""With a lot of conditions, older adults don\'t present in a typical way, and we\'re seeing that with Covid-19 as well,"" said Dr. Camille Vaughan, section chief of geriatrics and gerontology at Emory University.']",['Camille Vaughan'],Emory University
0,7902,296,"['""While we have to have a high suspicion of Covid-19 because it\'s so dangerous in the older population, there are many other things to consider,"" said Dr. Kathleen Unroe, a geriatrician at Indiana University\'s School of Medicine.']",['Kathleen Unroe'],Indiana University
0,7903,297,['said Vaughan of Emory.'],['Vaughan'],Emory University
0,7906,300,"['Nim Tottenham, professor of psychology at Columbia University in New York, said that when children can be looked after by another parent or close relative, the risk of them finding the separation traumatic is much reduced.']",['Nim Tottenham'],Columbia University
0,7933,331,"['""We are going to be fighting this for weeks and months to come,"" says Dr. Andrew Pavia, who heads the pediatric infectious diseases division at the University of Utah School of Medicine.']",['Andrew Pavia'],University of Utah
0,7934,332,"['Penepent, also an associate professor of Funeral Services Administration at State University of New York at Canton, said, ""I knew that with the backlog of human remains down in the NYC area there was going to be the need to find a solution to get these remains to a final resting place.""']",['Penepent'],New York University
0,7937,336,"['""Despite our continued efforts to keep our people safe while fulfilling our critical role of feeding American families, the combination of worker absenteeism, Covid-19 cases and community concerns has resulted in our decision to stop production,"" Tyson Fresh Meats group president Steve Stouffer said in a statement on the Waterloo facility.']",['Steve Stouffer'],University of Waterloo
0,7944,345,"['But Bright, who holds a Ph.D. in immunology and virology from Emory University, has shared his expertise beyond the US, serving as an adviser to the World Health Organization, according to its website, which said he has also advised the US Department of Defense.']",['Bright'],Emory University
0,7948,349,"['Dr. Colleen Kraft, associate chief medical officer of Atlanta\'s Emory University Hospital, said news about the February deaths wasn\'t ""a total surprise, given the fact that the community spread happened ... rapidly, once we found it.""']",['Colleen Kraft'],Emory University
0,7955,356,"['Even as our Ithaca campus faces an anticipated COVID-related budget shortfall of over $100 million for the coming fiscal year, we aim to guarantee that every single one, currently enrolled or newly admitted, has the financial resources to complete their Cornell education,"" Cornell University Vice President for University Relations Joel Malina said in a statement to CNN.']",['Joel Malina'],Cornell University
0,7959,362,"['“We are so grateful to the members of the KSU Foundation and the President’s Parliament for their partnership and to the KSU community who are steadfast in their support of the University’s mission,” said Lance Burchett, vice president for advancement and CEO of the KSU Foundation.']",['Lance Burchett'],Ulm University
0,7964,368,['Harvard University decided to return federal fund allocated to them\xa0under the CARES Act Higher Education Emergency Relief Fund after saying they would not do so when President Trump said he would be calling on the university to return the funds the day before.'],['Trump'],Harvard University
0,7965,369,"[""Even though they did not apply for the support, the university said in a statement that “the intense focus by politicians and others on Harvard in connection with this program may undermine participation in a relief effort that Congress created and the President signed into law for the purpose of helping students and institutions whose financial challenges in the coming months may be most severe.”\n\nHarvard's decision comes after Trump mentioned the funding during yesterday's coronavirus press briefing.""]",['Trump'],Harvard University
0,7967,371,"['But you know, as I say, I don\'t think any of the people whose actions are under review by Durham fall into that category,"" Barr said.']",['Barr'],Durham University
0,7972,376,"['But these are anything but normal times,"" said David Becher, professor of finance at Drexel University.']",['David Becher'],Drexel University
0,7977,381,"['""If you\'re stressed and just say, \'Oh, I\'m fine,\' that only makes you less available to your child,"" said study author Sara Waters, an assistant professor in the department of human development at Washington State University.']",['Sara Waters'],Washington State University
0,8000,413,"['Blair Mannix, the director of MBA admissions at The Wharton School of the University of Pennsylvania, said the school expects an increase in the numbers of students wishing to defer their enrollment from September.']",['Blair Mannix'],University of Pennsylvania
0,8008,421,"['The change came as states began updating their death tallies, adding residents of nursing homes whom officials are now counting as presumptive positives, Dr. Chris Murray, the director of the Institute for Health Metrics and Evaluation at the University of Washington, said Tuesday.']",['Chris Murray'],University of Washington
0,8033,453,"['Here are some fact checks:\n\nTrump threatened Harvard University, saying the institution took coronavirus funding ""meant for workers.""']",['Trump'],Harvard University
0,8040,460,"['Dave Koch, a professor of pathology and laboratory medicine at Emory University, said it\'s a ""remarkable achievement"" that Covid-19 tests have been delivered to the market very quickly but he said that means many of the typical validation experiments have not been completed.']",['Dave Koch'],Emory University
0,8057,489,"['""It\'s out of the norm, and we\'re wondering, are blot clots one of the reasons why these patients are dying,"" said Dr. Todd Rice, an associate professor of medicine at Vanderbilt University Medical Center in Nashville.']",['Todd Rice'],Vanderbilt University
0,8058,490,"['Bikdeli, a cardiovascular medicine fellow at Columbia University Irving Medical Center, said there are three major reasons why Covid-19 patients might have an especially high risk of clotting.']",['Bikdeli'],Columbia University
0,8060,492,"['Doctors at Harvard have proposed doing a large study on blood thinners for these patients, Hibbert said.']",['Hibbert'],Harvard University
0,8065,498,"['Paul said that he understands that it would have been hard for many senators to return during a pandemic and for that reason he did “not invoke the Senate rules to demand a recorded vote,” but added, “I did return today though so that history would record that not everyone gave in to the massive debt Congress is creating.”\n\nRepublican Sen. Mike Lee was critical of the process for passing the bill, arguing that if Congress is going to legislate during the pandemic, members should return to Washington.']",['Mike Lee'],Sun Yat-sen University
0,8107,551,"['As of Tuesday, more than 788,900 cases of coronavirus have been reported with at least 42,450 deaths, according to Johns Hopkins University\n\n""The FDA\'s around-the-clock work since this outbreak began has resulted in the authorization of more than 50 diagnostic tests and engagement with over 350 test developers,"" Hahn said.']",['Hahn'],Johns Hopkins University
0,8134,583,"['""We\'ve had an overwhelmingly positive response to the training,"" said Carol DerSarkissian, a clinical assistant professor of emergency medicine at New York University Langone Medical Center, which is currently using Oxford\'s platform to train students.']",['Carol DerSarkissian'],New York University
0,8182,641,"['""Policymakers should consider these findings to address the needs of communities disproportionately impacted by Covid-19 and the racial wealth gap more broadly,"" said Darrick Hamilton, executive director of the Kirwan Institute for the Study of Race and Ethnicity at Ohio State University.']",['Darrick Hamilton'],Ohio State University
0,8251,718,"['""With the suddenness and degree of the shift to remote work, the loss of childcare, and all of the worries that accompany the pandemic and its economic fallout, all of the things that typically cause burnout are intensified, which means the risk of burnout is intensified,"" said Vanessa K. Bohns, associate professor of organizational behavior at Cornell University via email.']",['Vanessa K. Bohns'],Cornell University
0,8283,754,"[""Midwives are also reporting that, during the pandemic , they're receiving an increase in inquiries from moms about home births,said Dr. Kristi Watterberg, a professor emeritus of pediatrics with a focus in neonatalogy at the University of New Mexico, and the lead author of the AAP's updated guidelines.""]",['Kristi Watterberg'],University of New Mexico
0,8332,814,"['While traditional Mafia activities such as extortion may suffer during the pandemic, there will also be fresh opportunities, said Anna Sergi, senior lecturer in criminology at the University of Essex.']",['Anna Sergi'],University of Essex
0,8336,818,"['Zora Hauser, a researcher into organized crime at Oxford University, said that ""what we are seeing -- and will see more and more as the economic and social crisis unfolds -- is Mafia groups returning to their core businesses of protection and governance.""']",['Zora Hauser'],University of Oxford
0,8352,838,"['""Most of our patients are severe and most of them are leaving at six days, so that tells us duration of therapy doesn\'t have to be 10 days,"" Mullane was quoted in the STAT article as saying in the video.']",['Mullane'],Pennsylvania State University
0,8360,849,"[""The donations came in, big and small, from every community he'd worked his way through, Mahtab says -- from Prep for Prep to Trinity and Harvard.""]",['Mahtab'],Trinity College Dublin
0,8361,850,"['""It\'s not in data or numbers and evidence, it\'s feelings and emotions and all the things that people can\'t explain very well,"" said Laura Duffell\u200f, a matron at King\'s College Hospital London.']",['Laura Duffell'],King’s College London
0,8366,855,"['""The prevalence of chronic diseases have been increasing in African countries,"" said Dr. Elaine Nsoesie, assistant professor of global health at Boston University, told CNN, adding that high percentages of conditions like diabetes remain undiagnosed.']",['Elaine Nsoesie'],Boston University
0,8370,860,"[""Professor Chris Dye, of the Oxford Martin School at Britain's University of Oxford, said substantial work to develop accurate\xa0antibody\xa0tests for coronavirus infection was ongoing.""]",['Chris Dye'],University of Oxford
0,8374,865,"[""The University of Chicago said Mullane's comments constituted partial information.""]",['Mullane'],University of Chicago
0,8376,868,"[""Johns Hopkins University's Helen Xun said that when there's a shortage of ventilators, splitters can be a simple solution to help as many patients as possible.""]",['Helen Xun'],Johns Hopkins University
0,8384,876,"['""It\'s very important to move testing away from clinics and hospitals,"" said Kenji Shibuya, director of the Institute for Population Health at King\'s College London and a former chief of health policy at the World Health Organization (WHO).']",['Kenji Shibuya'],King’s College London
0,8386,878,"['Takayuki Miyazawa, a virologist at Kyoto University, said that to contain the virus, the government needs to be honest with people about what life with the virus will look like for the forseeable future: specifically, a lot of social distancing and remote working.']",['Takayuki Miyazawa'],Kyoto University
0,8395,888,"['""We found that there are many, many unidentified cases of people having Covid infection that were never identified with it with a virus test,"" said Dr. Jay Bhattacharya, a professor of medicine at Stanford University and one of the paper\'s authors .']",['Jay Bhattacharya'],Stanford University
0,8405,899,"['""This is ultimately a moral dilemma between the good of the majority of the population based on an improved economy, versus those most damaged by letting this disease continue to spread and potentially letting the hospital system be overwhelmed,"" said Bill Gilmer, an economist at the University of Houston.']",['Bill Gilmer'],University of Houston
0,8417,911,"[""Dr. Christopher Murray, the model's maker and director of the Institute for Health Metrics and Evaluation at the University of Washington, said the challenge will be figuring out how to reopen the US economy and allowing people to get back to work without sacrificing mitigation.""]",['Christopher Murray'],University of Washington
0,8420,917,"['""It\'s taken everyone by surprise because it is acting so different from everything else,"" said Dr. Sam Parnia, a critical care specialist at New York University Langone Medical Center.']",['Sam Parnia'],New York University
0,8477,980,"['""If you get an extraordinary viral disease that will damage your lungs, you need a heart that can work with how your body responds to the virus,"" said Dr. Maria Carolina Delgado-Lelievre, an assistant professor of medicine at the University of Miami\'s Miller School of Medicine.']",['Maria Carolina Delgado-Lelievre'],University of Miami
0,8478,982,"['""All of a sudden, it\'s been an opportunity to address the challenges they have seen for years and years,"" said David Procter, director of the Rural Grocery Initiative at Kansas State University.']",['David Procter'],Kansas State University
0,8489,993,"['""What we did right was that we closed down society very early in the epidemic and very efficiently,"" said Allan Randrup Thomsen, professor of experimental virology at the University of Copenhagen.']",['Allan Randrup Thomsen'],University of Copenhagen
0,8492,996,"['He returned sporting a cane, and days later South Korean intelligence said that he had a cyst removed from his ankle ""It\'s easy to be wrong on this one,"" said John Delury, a professor of international relations at Yonsei University in Seoul.']",['John Delury'],Yonsei University
0,8495,999,"['""It\'s an alternative strategy,"" said Dr. Muhammad Munir, a virologist at Lancaster University in the United Kingdom, explaining that healthy people going out for routine shopping does not necessarily do any harm.']",['Muhammad Munir'],Lancaster University
0,8502,1008,"['We\'ve only had two patients perish,"" Dr. Kathleen Mullane , an infectious disease specialist at the University of Chicago who is leading the clinical trial, said in the video.']",['Kathleen Mullane'],University of Chicago
0,8503,1009,['STAT said it obtained and viewed a copy of the video discussion Mullane had last week with colleagues about the trial.'],['Mullane'],Pennsylvania State University
0,8520,1030,"['says Scott Campbell, professor of communication and media at the University of Michigan.']",['Scott Campbell'],University of Michigan
0,8527,1040,"['""Creating modules for Covid in care homes (RSA) means putting elderly residents at risk who are the weakest link in this pandemic,"" Incalzi said.']",['Incalzi'],University of Warsaw
0,8533,1046,"['""Human contact is really important and that is something that we will be missing out on,"" said Sarah Fahmy, a PhD candidate at University of Colorado Boulder.']",['Sarah Fahmy'],University of Colorado Boulder
0,8553,1068,"['""The widespread lack of paid sick leave for service sector workers has serious consequences for workers\' own health, for the wellbeing of those they care for, as well as for public health,"" said Daniel Schneider, assistant professor of sociology at the University of California, Berkeley.']",['Daniel Schneider'],"University of California, Berkeley"
0,8604,1132,"['When asked about those cables, Secretary of State Mike Pompeo -- who has continued to call the coronavirus the ""Wuhan virus"" -- did not dismiss them, but neither did he say that they show any legitimate linkage to Covid-19.']",['Mike Pompeo'],Pennsylvania State University
0,8607,1135,"['Jason Lau, a privacy expert and professor at Hong Kong Baptist University, said Chinese authorities need to make sure the health codes meet the typical data privacy principals.']",['Jason Lau'],Hong Kong Baptist University
0,8610,1138,"['Last week, another prominent expert in modeling disease outbreaks, Dr. Christopher Murray of the Institute for Health Metrics and Evaluation at the University of Washington, drew the interest of the White House when he said some of his models showed the virus could be gone by summer.']",['Christopher Murray'],University of Washington
0,8624,1154,"['""We talked to the general population, a sample of them, and they reported high levels of anxiety, depression, stress -- actually, those rated higher than the fear of contracting the physical illness,"" Ed Bullmore, head of the department of psychiatry at the University of Cambridge, said in a press briefing on Wednesday.']",['Ed Bullmore'],University of Cambridge
0,8625,1155,"['""To use a sporting analogy, there\'s not just one match now -- we know that there\'s a high risk for a repeat later on,"" Emily Holmes, a professor from the department of psychology at Sweden\'s Uppsala University said, adding that research is necessary now in order to care for populations in the longer term.']",['Emily Holmes'],Uppsala University
0,8626,1156,"['""Increased social isolation, loneliness, health anxiety, stress and an economic downturn are a perfect storm to harm people\'s mental health and wellbeing,"" Rory O\'Connor, a professor of health psychology at the University of Glasgow and one of the paper authors, said in a statement.']","[""Rory O'Connor""]",University of Glasgow
0,8638,1171,"['“We went from pre-packing zero boxes in our food distribution center to about 1,000 to 1,200 a week,” said Kim Sullenberger, Impact Team Leader for Health and Nutrition at CAP.']",['Kim Sullenberger'],University of Cape Town
0,8656,1195,"['""Without testing, these apps are going to be of limited value,"" said Faiza Patel, director of the Liberty & National Security Program at New York University\'s Brennan Center for Justice.']",['Faiza Patel'],New York University
0,8660,1199,"['But the coronavirus pandemic is like a ""delirium factory,"" said Dr. Wes Ely, a professor of medicine at Vanderbilt University Medical Center who specializes in ICU delirium.']",['Wes Ely'],Vanderbilt University
0,8662,1201,"['Cavallo said she wrote the book in hopes that it could help educate children on the novel coronavirus, which as of Wednesday has infected more than 2 million people and killed at least 129,045 worldwide, according to data from Johns Hopkins University\n\n""There\'s a lot of uncertainty and concern.']",['Cavallo'],Johns Hopkins University
0,8670,1213,"['Gianni Rezza, Director of Infectious Diseases at the National Health Institute (ISS), said in a press briefing Monday evening that the death rate and the epidemic curve in Italy shows ""positive signals that need to be consolidated in time.""']",['Gianni Rezza'],University of Missouri
0,8679,1226,"['The IGA grocery store provided a gift card so they could get up to $50 of free groceries, said Magumba.']",['Magumba'],University of Michigan
0,8701,1253,"['Mills said she wished she didn\'t have to extend the state of emergency, but ""the continued spread of the virus demands a sustained response by the State.""']",['Mills'],Pennsylvania State University
0,8713,1266,"['And amongst those are retail,"" said Steven Pitts, associate chair of the Center for Labor Research and Education at the University of California, Berkeley.']",['Steven Pitts'],"University of California, Berkeley"
0,8716,1269,"['""That phenomena of keeping cows in the herd so that they are here when we need them in a few months, but not being able to use their milk — that\'s what is manifested as milk dumping,"" said Marin Bozic, an assistant professor at the University of Minnesota\'s applied economics department.']",['Marin Bozic'],University of Minnesota
0,8739,1297,"[""University of Sydney's environmental and humanitarian engineer Petr Matous said that wet markets play an important role in food security for many low income communities, both in China and globally, who don't have access to online options.""]",['Petr Matous'],University of Sydney
0,8755,1320,"[""This isn't the first time this has happened\n\nIt's no surprise to see different activist groups turning to similar protest tactics as they struggle to get attention for their causes and find new ways to come together, says David Meyer, a professor of sociology and political science at the University of California at Irvine.""]",['David Meyer'],"University of California, Irvine"
0,8763,1331,"['""That\'s the $64 question,"" said Dr. Harvey Fineberg, chairman of the NAS committee, who was also on the phone call with the White House.']",['Harvey Fineberg'],Monash University
0,8766,1334,"['Just watching gentle shows like ""Sesame Street"" could help your children, says Alan Kazdin, a psychology professor at Yale University, who noted that sheltering in place at home means adjusting your parenting style to help children cope and thrive under these unusual circumstances.']",['Alan Kazdin'],Yale University
0,8774,1342,"[""Becker said it's not clear how many tests the NCI will be reviewing to see if they work.""]",['Becker'],University of Cincinnati
0,8778,1346,"['We’re honored the City chose us as its partner to launch this program and look forward to providing critical financial support to city employees,"" said Dave Preter, CEO of Georgia’s Own Credit Union.']",['Dave Preter'],City University of Hong Kong
0,8786,1354,"['""I do not believe that any dog owners should be concerned as a result of this work,"" said professor James Wood, head of the department of veterinary medicine at the University of Cambridge in the UK.']",['James Wood'],University of Cambridge
0,8787,1355,"['Of the thousands of genomes analyzed, dog intestines were the best host for replication, said study author Xuhua Xia, a biology professor at the University of Ottawa: ""Canids have a tissue that favors the evolution of coronaviruses with a low-CpG genome.""']",['Xuhua Xia'],University of Ottawa
0,8788,1356,"['This is speculative at best and certainly isn\'t strong evidence for the link,"" said Mick Watson, personal chair of bioinformatics and computational biology at the Roslin Institute at the University of Edinburgh.']",['Mick Watson'],University of Edinburgh
0,8789,1357,"['""This study is based on re-analysis of old data without any new data,"" said Ben Neuman, chair of biological sciences at Texas A&M University-Texarkana, adding that the research has similarities to an earlier paper that incorrectly claimed a snake origin of SARS-CoV-2.']",['Ben Neuman'],Texas A&M University
0,8791,1359,"['""It has got nothing to do with eating the animal,"" said Vanderbilt\'s Schaffner.']",['Schaffner'],Vanderbilt University
0,8810,1379,"['Harvard, which was one of the first universities to send students home earlier this spring in a bid to ""de-densify"" its campus, is considering ""lots of different scenarios"" for the fall semester, President Lawrence S. Bacow said in an interview last week One of the issues, he said, is that at some point decisions will have to be made and there will still be ""a tremendous amount of uncertainty"" with regard to the virus.']",['Lawrence S. Bacow'],Harvard University
0,8847,1416,"['""Long term it forecasts ... continued polarization between the parties and it\'ll make all kind of public policy issues very difficult to deal with,"" says University of Akron political scientist John C. Green, an expert in religion and politics.']",['John C. Green'],University of Arizona
0,8864,1433,"['""The immunity afforded by Covid-19 can be thought of as providing bridging protection until we have an effective vaccine available,"" said Dr. William Schaffner, an infectious disease specialist at Vanderbilt, in an email to CNN.']",['William Schaffner'],Vanderbilt University
0,8868,1438,"['“The one thing we absolutely know for sure is that social distancing measures work,” said Murray, director of the Institute for Health Metrics and Evaluation at the University of Washington.']",['Murray'],University of Washington
0,8870,1440,"['""Intuitively, we think postponing an election sounds anti-democratic,"" said Toby James, a professor of politics and public policy at the University of East Anglia.']",['Toby James'],University of East Anglia
0,8871,1441,"['""You don\'t know how many people would have liked to have voted, but felt too concerned,"" said University of Queensland electoral law expert Graeme Orr.']",['Graeme Orr'],The University of Queensland
0,8883,1456,"['""The major difference between the high dose and the low dose group occurred during the first three days and the actual toxicity -- two patients in the high dose chloroquine arm developed ventricular tachycardia before death,"" said Vanderbilt University\'s Schaffner, who was not involved in the study.']",['Schaffner'],Vanderbilt University
0,8886,1459,"['Helen, shown at Johns Hopkins University, says several hospitals in the US without enough ventilators are now finding success with the simple Y splitter well, usually, you have one minute later, one patient and the clinician can change the study ings to give the patient exactly what they need.']",['Helen'],Johns Hopkins University
0,8895,1468,"[""It's not uncommon for companies to run ads that try to tap into a national mood during a time of crisis and tragedy, said Joseph Turow, professor at Annenberg School for Communication at University of Pennsylvania.""]",['Joseph Turow'],University of Pennsylvania
0,8914,1487,"['I want to relieve some of the pressure on the poll workers,"" said Kentucky Secretary of State Michael Adams, a Republican.']",['Michael Adams'],Pennsylvania State University
0,8915,1488,"['""When you can really run up the numbers on people voting by mail or voting early, we can minimize the lines and the crowds on Election Day,"" California Secretary of State Alex Padilla said last week during a panel discussion on election changes sponsored by the progressive group the Center for American Progress.']",['Alex Padilla'],Pennsylvania State University
0,8916,1489,"['""As much as we believe that the states are laboratories of democracy ... the federal government cannot abdicate its unique responsibility here to set the bar for what every voter should have come November and to back that up with effective and sufficient funding,"" said Michigan Secretary of State Jocelyn Benson, a Democrat, during the Center for American Progress panel.']",['Jocelyn Benson'],Pennsylvania State University
0,8919,1492,"['""Personally, I think the model\'s pretty useless,"" said Keith Neal, emeritus professor in the epidemiology of infectious diseases at the University of Nottingham.']",['Keith Neal'],University of Nottingham
0,8920,1493,"['But David Spiegelhalter, chair of the Winton Centre for Risk and Evidence Communication at the University of Cambridge, said bluntly: ""This seems like a huge and probably unrealistic assumption.""']",['David Spiegelhalter'],University of Cambridge
0,8941,1524,"['Lina Benabdallah, assistant professor in politics at Wake Forest University, specializing in China-Africa relations, said that the ""delicate"" nature of the issue a ""coordinated response,"" as Chinese diplomats would need to prevent a backlash against the more than 1 million Chinese currently living in Africa.']",['Lina Benabdallah'],Wake Forest University
0,8942,1525,"[""Shen Shiwei, a non-resident fellow at the Institute of African Studies at Zhejiang Normal University, said people-to-people relations were a linchpin of China's relationship with Africa, and needed to be protected.""]",['Shen Shiwei'],Zhejiang University
0,8982,1571,"['Wang Wei, a PhD candidate at the University of Hong Kong, who has been studying the African community in Guangzhou for several years, said testing Africans gave the government a chance to conduct a mass checking of passports, too.']",['Wang Wei'],University of Hong Kong
0,8983,1574,"['One of the treatments that ENT doctors sometimes use for smell loss that might come from an inflammatory response is to use nasal steroids, Munger says.']",['Munger'],Ghent University
0,9033,1630,"['""We need rigorous science, we need the right science,"" said Dr. Ruanne Barnabas, the principal investigator at the University of Washington.']",['Ruanne Barnabas'],University of Washington
0,9034,1631,"[""Dr. David Boulware, who's running the University of Minnesota trial, says he started planning his study ten days before that, on March 9.""]",['David Boulware'],University of Minnesota
0,9037,1634,"['Even when China was in the depths of its coronavirus crisis, food still flowed across the border into Hong Kong, said Jonathan Wong, director of the Institute of Bioresource and Agriculture at Hong Kong Baptist University.']",['Jonathan Wong'],Hong Kong Baptist University
0,9056,1658,"['Principal Deputy Assistant Secretary of State for Western Hemisphere Affairs Julie Chung said Friday that they had brought home a total of 56,000 people from overseas, including 30,000 from Latin America and the Caribbean.']",['Julie Chung'],Pennsylvania State University
0,9058,1660,['Both he and Secretary of State Mike Pompeo have said that the specific timing would be guided by demand.'],['Mike Pompeo'],Pennsylvania State University
0,9066,1670,"['""If people choose to work at Amazon, we should respect their decisions,"" said Peter Singer, an ethics professor at Princeton University and author of ""The Most Good You Can Do: How Effective Altruism Is Changing Ideas About Living Ethically.""']",['Peter Singer'],Princeton University
0,9067,1671,"['A little kindness can go a long way\n\nBeyond evaluating your spending habits, Patricia Campos Medina, a worker rights advocate and co-director of the Union Leadership Institute at Cornell University, said shoppers can write to governments, which are relying on groups like warehouse employees to keep the economy afloat, demanding workers have the right supplies and equipment to stay protected.']",['Patricia Campos Medina'],Cornell University
0,9074,1678,"['Antibody tests are used in other clinical scenarios, said Dr. Colleen Kraft, associate chief medical officer of Emory University Hospital in Atlanta.']",['Colleen Kraft'],Emory University
0,9089,1693,"['""When rich nations are in panic mode stating that thousands of ventilators will not be enough, it just brings to light how poorer nations like CAR don\'t stand a chance in the fight against Covid-19,"" NRC Country Director in the CAR, David Manan said.']",['David Manan'],Cardiff University
0,9095,1704,"['That means, says Columbia University constitutional law professor Gillian Metzger, that government measures today must be grounded in public health needs and tailored to address the specific problems.']",['Gillian Metzger'],Columbia University
0,9105,1714,"['It\'s a straight line up,"" said study co-author Joseph Palamar, an associate professor of population health at New York University\'s Grossman School of Medicine, in an interview in February.']",['Joseph Palamar'],New York University
0,9113,1722,"['Dr. Samuel Stanley, president of Michigan State University, says dire shortages in PPE for front-line workers in Michigan hospitals prompted the university to investigate ways to help.']",['Samuel Stanley'],Michigan State University
0,9140,1752,"['""I think the important clarification is that we should be considering the number of cases per 1 million population and considering a rate of people tested and not the absolute numbers,"" said Jennifer Horney, founding director of the University of Delaware\'s epidemiology program.']",['Jennifer Horney'],University of Delaware
0,9155,1773,['Last week Secretary of State Mike Pompeo said that sanctions policies are always being evaluated when asked about lifting any sanctions on countries like Iran due to the pandemic.'],['Mike Pompeo'],Pennsylvania State University
